DEBUG 2024-10-05 08:39:15,848 autoreload File D:\project\myenv\Lib\site-packages\sqlparse\filters\output.py first seen with mtime 1728060344.0953083
DEBUG 2024-10-05 08:39:15,848 autoreload File D:\project\myenv\Lib\site-packages\django\db\backends\signals.py first seen with mtime 1728060347.5200334
DEBUG 2024-10-05 08:39:15,849 autoreload File D:\project\myenv\Lib\site-packages\django\templatetags\tz.py first seen with mtime 1728060347.6860483
DEBUG 2024-10-05 08:39:15,850 autoreload File D:\project\myenv\Lib\site-packages\django\utils\deconstruct.py first seen with mtime 1728060347.7079902
DEBUG 2024-10-05 08:39:15,851 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\importlib\metadata\_functools.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,853 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\utils\model_meta.py first seen with mtime 1728060443.8098893
DEBUG 2024-10-05 08:39:15,854 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\unittest\suite.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,855 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\urllib\response.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,856 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\wsgiref\util.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,857 autoreload File D:\project\myenv\Lib\site-packages\rest_framework\mixins.py first seen with mtime 1728060443.6607513
DEBUG 2024-10-05 08:39:15,858 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\query.py first seen with mtime 1728060347.577002
DEBUG 2024-10-05 08:39:15,859 autoreload File C:\Users\admin\AppData\Local\Programs\Python\Python312\Lib\datetime.py first seen with mtime 1712699418.0
DEBUG 2024-10-05 08:39:15,859 autoreload File D:\project\myenv\Lib\site-packages\django\core\cache\backends\__init__.py first seen with mtime 1728060347.4665864
DEBUG 2024-10-05 08:39:15,861 autoreload File D:\project\myenv\Lib\site-packages\django\db\models\sql\datastructures.py first seen with mtime 1728060347.5989432
